propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,labels,parkingSpace.parkingSpacePrice,newDevelopmentFinished
100080774,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/9f/90/1068335349.jpg,,28,,180000.0,chalet,sale,223.0,False,4,3,"Valle de Broto, 16",Zaragoza,Maria de Huerva,,es,,41.5361334,-0.9977616,True,https://www.idealista.com/inmueble/100080774/,15448,"We offer you this semi-detached house in María de Huerva. Construction of 2008 but brand new. The house has 4 floors: On the ground floor we have: a large living room of about 23 meters, a large kitchen of 10 meters and a toilet, where the boiler is located. The living room and the kitchen have access to a garden/terrace of about 40 meters. On the first floor we have 2 bedrooms, both suites. The first of 15 meters, with a 5-meter bathroom, the second, 10.50 meters, with a 4-meter bathroom. Both bedrooms have a built-in wardrobe. On the third floor we have the attic fully usable as a bedroom. We have almost 40 meters in total. It has a Velux-type window on the roof that allows a lot of light to enter. It also has a bathroom and access to a beautiful terrace with excellent views of nature. The house also has a good 35-meter cellar, where we have sockets to install a kitchen, fireplace or lower the heating radiators. There is also the possibility of closing an area to make a separate storage room. We also have a very large community garage space, where we can undoubtedly park two cars and a motorcycle. Individual gas heating, with thermostats separated by floors, to configure the heating more efficiently. Pre-installed air conditioning ducts. Nothing is charged to the buyer. Prices pending seller approval.",True,good,False,,807.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Maria de Huerva,"Terraced house in Valle de Broto, 16",,,,
101158973,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/61/3b/980369465.jpg,[[111]] E1 2A,23,2,212000.0,flat,sale,105.0,True,3,2,Paseo de los Arqueros no number,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,es,Montecanal-Valdespartera-Rosales del Canal,41.6212299,-0.949453,True,https://www.idealista.com/obra-nueva/101158973/,5880,"The Aqua Brisa Homes Building is located in one of the best areas of Arcosur, in an expanding area with open spaces where you can breathe fresh air and relax from the noise of the city. Aqua Brisa is a promotion of 130 Passivhaus certified homes with 3 bedrooms, with large terraces to disconnect and breathe fresh and healthy air from the Arcosur area. The main bedroom will be suite type with a formidable independent dressing room with interior lining. At Aqua Brisa you will enjoy the best homes in the Arcosur area, with great interior equipment and maximum energy efficiency -Passivhaus certification- to guarantee absolute comfort and enjoy a better quality of life. It will have a special community area in which the walking areas, the swimming pool and the children's play area stand out. You will live in an environment without worries and with quality of life! You will stroll through nearby green areas such as the Jungle Book Park and the Penelope Lakes and, if you are a fan, you will also enjoy sports at the ""Arcosur GOLF"" Golf Course. The homes will be certified under the Passivhaus Standard, the highest energy rating, much higher than class A, homes prepared for the future, built in an intelligent, sustainable and environmentally friendly way. The houses include a parking space and storage room.",False,newdevelopment,True,True,2019.0,True,False,False,False,False,False,True,True,flat,,"Montecanal-Valdespartera-Rosales del Canal, Zaragoza",Flat in Paseo de los Arqueros no number,,,,False
100113792,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/3d/12/1069588098.jpg,,33,,175000.0,chalet,sale,219.0,False,4,3,"Valle de Ordesa, 43",Zaragoza,Maria de Huerva,,es,,41.5360971,-0.9983861,True,https://www.idealista.com/inmueble/100113792/,15482,"We offer you this semi-detached house in María de Huerva. Construction of 2010 but brand new. The house has 4 floors: On the ground floor we have: a large living room of about 23 meters, a large kitchen of 10 meters and a toilet, where the boiler is located. The living room and the kitchen have access to a garden/terrace of about 40 meters. The kitchen is built, without assembled furniture. On the first floor we have 3 bedrooms of 11, 8 and 8 meters respectively and a large bathroom of 4.50 meters. The main bedroom has a built-in wardrobe. On the third floor we have the attic fully usable as a bedroom. We have almost 40 meters in total. It has a Velux-type window on the roof that allows a lot of light to enter. It also has a bathroom and access to a beautiful terrace with excellent views of nature. The house also has a good 35-meter cellar, where we have sockets to install a kitchen, fireplace or lower the heating radiators. There is also the possibility of closing an area to make a separate storage room. We also have a very large community garage space, where we can undoubtedly park two cars and a motorcycle. Individual gas heating, with thermostats separated by floors, to configure the heating more efficiently. Pre-installed air conditioning ducts. Nothing is charged to the buyer. Prices pending seller approval.",True,good,False,,799.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Maria de Huerva,"Terraced house in Valle de Ordesa, 43",,,,
100013986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/d6/9f/1088931738.jpg,,24,3,160000.0,flat,sale,96.0,True,3,2,Calle de Miguel Servet,Zaragoza,Zaragoza,Las Fuentes,es,Las Fuentes,41.6437326,-0.8691371,False,https://www.idealista.com/inmueble/100013986/,1751,"Apartment for sale in the middle of Calle Miguel Servet, close to Camino las Torres. Distributed in 3 bedrooms, two of them double and with built-in wardrobes, a spacious living room with access to an exterior balcony, kitchen and 2 bathrooms. Central heating and hot water with individual meter. Building with concierge and adapted access for people with reduced mobility. Garage space in the same building, included in the price. Surrounded by all kinds of services (schools, pharmacies, supermarkets,. ) and green areas. Good communication with the different exits of the city. Do not hesitate to come and visit it without obligation, you will like it. More information at PJ INMOBILIARIA SAN JOSE, C/ Juana Ibarbourou Nº 5 or on the phones /.",False,renew,False,True,1667.0,True,False,False,False,False,False,True,True,flat,,"Las Fuentes, Zaragoza",Flat in Calle de Miguel Servet,,,,
100120181,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/7f/23/1070035311.jpg,,28,,178000.0,chalet,sale,214.0,False,4,3,"Valle de Ordesa, 49",Zaragoza,Maria de Huerva,,es,,41.5360971,-0.9983861,True,https://www.idealista.com/inmueble/100120181/,15482,"We offer you this semi-detached house in María de Huerva. Construction of 2010 but brand new. The house has 4 floors: On the ground floor we have: a large living room of about 23 meters, a large kitchen of 10 meters and a toilet, where the boiler is located. The living room and the kitchen have access to a garden/terrace of about 40 meters. The kitchen is built, without assembled furniture. On the first floor we have 3 bedrooms of 11, 8 and 8 meters respectively and a large bathroom of 4.50 meters. On the third floor we have the attic fully usable as a bedroom. We have almost 40 meters in total. It has a Velux-type window on the roof that allows a lot of light to enter. It also has a bathroom and access to a beautiful terrace with excellent views of nature. The house also has a good 35-meter cellar, where we have sockets to install a kitchen, fireplace or lower the heating radiators. There is also the possibility of closing an area to make a separate storage room. We also have a very large community garage space, where we can undoubtedly park two cars and a motorcycle. Individual gas heating, with thermostats separated by floors, to configure the heating more efficiently. Pre-installed air conditioning ducts. Nothing is charged to the buyer. Prices pending seller approval.",True,good,False,,832.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Maria de Huerva,"Terraced house in Valle de Ordesa, 49",,,,
101127950,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/d6/c9/1111100646.jpg,230413,50,7,105000.0,flat,sale,88.0,True,2,1,Avenida del Tenor Fleta,Zaragoza,Zaragoza,Miraflores San Jose,es,San José Alto,41.6351009,-0.875877,False,https://www.idealista.com/inmueble/101127950/,1879,,False,good,False,True,1193.0,True,False,True,False,False,False,True,True,flat,,"San José Alto, Zaragoza",Flat in Avenida del Tenor Fleta,,,,
100795562,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/b6/4d/1099117552.jpg,RP2432023111452,47,3,179900.0,flat,sale,73.0,True,2,1,Calle de María Guerrero,Zaragoza,Zaragoza,Pol Universidad Romareda,es,Pol Universidad Romareda,41.6424618,-0.9110872,False,https://www.idealista.com/inmueble/100795562/,1960,"REDPISO is pleased to offer you this wonderful apartment completely renovated to move into on Calle MARIA GUERRERO, in the ROMAREDA area. It is a third floor with elevator of 73m2 built distributed in two bedrooms, living room, kitchen, bathroom and laundry. The apartment has wooden floors, tilt-and-turn PVC windows with double glazing, individual gas heating, air conditioning with heat pump. It is sold together with a large storage room in the same building. VIRTUAL TOUR AVAILABLE AT THE FOLLOWING LINK: The building has an elevator. It is located in one of the best areas of the neighborhood, surrounded by green areas, parks, supermarkets, with multiple bus connections, taxi ranks, Aragonia shopping center, schools, sports centers, health centers and other services. Contact us to visit the property! REDPISO has its own financial department DCREDIT who will answer any questions about financing. DO NOT HESITATE AND CALL US.",False,good,False,True,2464.0,True,False,False,False,False,False,,,flat,,"Pol Universidad Romareda, Zaragoza",Flat in Calle de María Guerrero,,,,
101162367,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/df/7d/1052904234.jpg,[[115]] E3 1B,20,1,250000.0,flat,sale,107.0,True,3,2,Calle Gran Turismo no number,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,es,Montecanal-Valdespartera-Rosales del Canal,41.6377104,-0.9508493,True,https://www.idealista.com/obra-nueva/101162367/,5278,"The Sinfonía del Canal Building is located in a young and developing neighborhood such as Rosales del Canal. An area equipped with all the services and facilities, schools, nurseries, supermarkets, the Southern District Civic Center and the proximity of the Viamed Hospital. Surrounded by natural green spaces and very close to the Imperial Canal of Aragon, a wonderful environment in which to enjoy the outdoors, walk or play sports. The commercialization of the first phase of 36 passivhaus dwellings of the Sinfonía del Canal Building begins. Homes with 3 bedrooms, the main one will be a suite type with a wonderful independent dressing room, kitchens of approximately 15 m2, almost all of them incorporate a work island providing greater storage capacity, spacious living rooms of up to 27 m2, large spaces full of light in a privileged environment! We cannot fail to mention the very large terraces of all the houses, a perfect corner to enjoy with the family. The common area of the Symphony Building will be combined with a swimming pool, green walking areas and a children's play area. The houses will be certified with the Passivhaus standard, the most demanding in terms of energy efficiency - much higher than class A, which provides the highest energy efficiency, health, comfort and quality of life. Quality, energy efficiency, savings and comfort are the fundamental pillars to achieve the best homes. In order to offer a better performance of the Passivhaus homes, the homes will include pack 2 of our smart homes, a new system in which the house adapts to your needs, saving time in automated controls, in order to improve the comfort, optimize savings and increase safety.",False,newdevelopment,True,True,2336.0,True,False,False,False,False,False,True,True,flat,,"Montecanal-Valdespartera-Rosales del Canal, Zaragoza",Flat in Calle Gran Turismo no number,,,,False
100082415,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/bb/fb/1068400229.jpg,,27,,183000.0,chalet,sale,228.0,False,4,3,"Valle de Broto, 26",Zaragoza,Maria de Huerva,,es,,41.5361334,-0.9977616,True,https://www.idealista.com/inmueble/100082415/,15448,"We offer you this semi-detached house in María de Huerva. Construction of 2008 but brand new. The house has 4 floors: On the ground floor we have: a large living room of about 23 meters, a large kitchen of 10 meters and a toilet, where the boiler is located. The living room and the kitchen have access to a garden/terrace of about 40 meters. The kitchen is built, without assembled furniture. On the first floor we have 3 bedrooms of 11, 8 and 8 meters respectively and a large bathroom of 4.50 meters. The main bedroom has a built-in wardrobe. On the third floor we have the attic fully usable as a bedroom. We have almost 40 meters in total. It has a Velux-type window on the roof that allows a lot of light to enter. It also has a bathroom and access to a beautiful terrace with excellent views of nature. The house also has a good 35-meter cellar, where we have sockets to install a kitchen, fireplace or lower the heating radiators. There is also the possibility of closing an area to make a separate storage room. We also have a very large community garage space, where we can undoubtedly park two cars and a motorcycle. Individual gas heating, with thermostats separated by floors, to configure the heating more efficiently. Pre-installed air conditioning ducts. Nothing is charged to the buyer. Prices pending seller approval.",True,good,False,,803.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Maria de Huerva,"Terraced house in Valle de Broto, 26",,,,
101155469,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/8b/13/1112068882.jpg,,22,2,210000.0,flat,sale,95.0,True,3,2,Calle el Expreso de Shangai,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,es,Montecanal-Valdespartera-Rosales del Canal,41.6179274,-0.9221206,False,https://www.idealista.com/inmueble/101155469/,4397,"Valdespartera: Beautiful home near Paseo Los Olvidados, tram and shopping centers. There are two parking spaces and a storage room. All for 210,000 Euros. - The 90 m2 useful house: composed of 3 bedrooms, a spacious living room with access to a glazed exterior terrace, a kitchen with a balcony, equipped with furniture and electrical appliances, 2 complete bathrooms. Central heating and individual meter use. Ducted air conditioning. Community expenses 72 Euros per month.",False,good,False,True,2211.0,True,False,False,False,False,False,True,True,flat,,"Montecanal-Valdespartera-Rosales del Canal, Zaragoza",Flat in Calle el Expreso de Shangai,,,,
101077879,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/ec/11/1109257059.jpg,1172,45,2,258000.0,flat,sale,140.0,True,5,2,Calle Tomas Breton,Zaragoza,Zaragoza,Universidad San Francisco,es,Universidad San Francisco,41.6422649,-0.8955875,False,https://www.idealista.com/inmueble/101077879/,907,"UNIVERSITY AREA, 125 m2, GARAGE, GOOD DISTRIBUTION. On Bretón street, the main artery of the university district in Zaragoza, next to several of the main arteries of the city; Fernando el Católico, Gran Vía, avda. Valencia, Gomez Laguna, Plaza San Francisco, Avda. Goya, and within the area of influence of the University Campus. Area equipped with all the necessary services, as well as entertainment venues and shops of all kinds. Well connected by several urban bus lines and next to the tram line. In a building from the eighties, of great construction quality, well preserved in its facilities and common areas. House on the intermediate floor of about 125 m2 useful; entrance hall, living room in two areas with large windows and terrace facing the street, five bedrooms, kitchen with two benches, and two bathrooms. To reform and redistribute to your liking, with the possibility of opening the kitchen to the living room in a more open-plan space with an open concept. Interior bedrooms facing a light well and a large, bright and quiet courtyard. Central heating and hot water. The price includes a large garage space with good maneuverability, in the same building. For more information and visits, ALIERTA:.",False,renew,False,True,1843.0,False,False,True,False,False,False,True,True,flat,,"Universidad San Francisco, Zaragoza",Flat in Calle Tomas Breton,,,,
100803884,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/fb/73/1099787046.jpg,46146,25,1,180000.0,flat,sale,97.0,True,2,2,"Calle del Río Huerva, 1",Zaragoza,Zaragoza,Ruiseñores,es,Ruiseñores,41.6390635,-0.8905915,True,https://www.idealista.com/inmueble/100803884/,1092,"In c/Río Huerva, in the central and quiet neighborhood of Ruiseñores and a step away from Parque Grande. We put at your disposal this Impeccable home in a good building from 2004. If you are looking for a central and quiet apartment ready to move into, you have to see it, you will love it. It has a living room, 2 bedrooms and 2 bathrooms, an independent kitchen and a small gallery, ideal for hanging out or if you have a pet. The price includes an 8m storage room plus the usufruct of another 12m². Enter the Virtual Tour to see it in detail. Talk later?",True,good,False,True,1856.0,True,False,True,False,False,False,,,flat,,"Ruiseñores, Zaragoza","Flat in Calle del Río Huerva, 1",,,,
99774446,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/51/9e/1054185581.jpg,00728,30,bj,139000.0,duplex,sale,105.0,True,3,2,Carmen Serna Montalvo,Zaragoza,Zaragoza,Arrabal - Barrio Jesus,es,Arrabal,41.6645399,-0.8651779,False,https://www.idealista.com/inmueble/99774446/,2645,"GREAT OPPORTUNITY! DUPLEX APARTMENT FOR SALE NEXT TO PLAZA MOZART. IN SEMINUEVO BUILDING, TO ENTER TO LIVE. The apartment consists of 105 m2 built, of which 90 m2 are useful, distributed in a living room-kitchen, three bedrooms and two full bathrooms, as well as a living room with access to a large 46 m2 terrace. It has a kitchen equipped with furniture, oven, hob, individual heating with electric radiators, hot water by electric water heater, aluminum exterior carpentry with Climalit glass, parquet floors, white lacquered interior carpentry, security door and video intercom. Farm built in 2006, with elevator and adapted for mobility by elevator. Very well located next to Plaza Mozart, the area has all the services, supermarkets, schools, local shops, several urban bus stops. Do not miss the virtual tour that you can see in this ad, you will have the feeling of walking through your next home! Do not hesitate, call us to arrange a visit, you will love it!",True,good,False,True,1324.0,True,True,False,False,False,False,,,flat,duplex,"Arrabal, Zaragoza",Duplex in Carmen Serna Montalvo,,,,
99091982,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/5a/91/1113132555.jpg,45180,52,1,319000.0,flat,sale,165.0,True,5,2,"Paseo de las Damas, 23",Zaragoza,Zaragoza,Centro,es,Paseo de la Constitución - Las Damas,41.6445064,-0.8834277,True,https://www.idealista.com/inmueble/99091982/,671,"In Ps. Ladies, perfect location for downtown living. In a good building with a renovated portal and 2 elevators. We put at your disposal this spacious home to customize to your liking with multiple possibilities of reform. With the best southeast orientation, enjoy the morning sun on the 34 m2 terrace that overlooks a block patio. South facing and also has a second terrace facing the interior patio in the space prepared for the kitchen. Includes a storage room. You can visit it in 3D by entering the Virtual Tour link or request a face-to-face visit. Talk later?",True,renew,False,True,1933.0,True,False,True,False,False,False,,,flat,,"Paseo de la Constitución - Las Damas, Zaragoza","Flat in Paseo de las Damas, 23",,,,
100100443,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/43/99/1069073557.jpg,,58,,195000.0,chalet,sale,203.0,False,3,3,"Camino Puebla, 32",Zaragoza,Villamayor de Gállego,,es,,41.6817047,-0.7743193,True,https://www.idealista.com/inmueble/100100443/,10209,"Are you looking for a single-family home very close to Zaragoza? Masquehogares offers you this magnificent townhouse of very good construction in Villamayor de Gallego. Villamayor is a municipality located just 10km from Zaragoza, with a very good road connection. It has many municipal services such as a Health Center, swimming pools, sports hall, gym, public school, pharmacy, bars, supermarket and small shops. It also has a bus line (bus 210), with frequencies every 30 min, and the possibility of using the Lazo Card. It is a house that has a good size per floor, with very good qualities. We access through the front garden, which has been tiled for the most part to provide it with more comfort on a day-to-day basis. This area is about 25 meters. It has an awning. From this terrace we have two entrances to the house, one to a spacious hall of about 6 meters and the other directly to the magnificent and bright living room of almost 50 meters. On the street level we have the kitchen of about 13 meters, renovated in 2020 and hardly used. A toilet completes the floor. Originally this street floor had a bedroom, which was divided between the living room and the hall. The first floor is distributed as follows: * Master bedroom suite of almost 20 meters, with dressing room in ""L"" and bathroom. * Secondary bedroom of about 12 meters, with built-in wardrobe. * Third bedroom, about 10 meters, with access to a large terrace of almost 18 meters. All bedrooms face East, with morning sun. The basement floor: * We have a wonderful cellar, fully installed and with a kitchen (27 meters) * Storage room (3.50 meters) * Garage space, open to the community garage for a large car and motorcycle. The house has individual gas heating. We also have air conditioning on the floor of the rooms. Community fees are very low, only 63 euros/month. Do you want to see the house? Call now and arrange a visit. If you have to sell to buy, call us and we will find the best solution for you.",True,good,False,,961.0,True,False,False,False,False,False,True,True,chalet,terracedHouse,Villamayor de Gállego,"Terraced house in Camino Puebla, 32",,,,
100839567,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/0a/05/1111414626.jpg,46167,56,7,625000.0,flat,sale,206.0,True,3,3,"Paseo de la Constitución, 18",Zaragoza,Zaragoza,Centro,es,Paseo de la Constitución - Las Damas,41.6474821,-0.881573,True,https://www.idealista.com/inmueble/100839567/,641,"In Ps. Constitution. In a good building with a concierge. To appreciate it you will have to visit it, because the most important thing about this house, believe it or not, is what is not seen, the atmosphere that is generated in all the rooms, the feeling of well-being and comfort, efficiency, what we like call quality of life for you and your family. The comfort provided by a comprehensive reform with the best qualities and finishes, soundproofing of partitions and ceiling, A*** energy efficiency windows, high-end sectorized air conditioning, oak wood flooring with platform, high-end appliances, ceramics Porcelanosa, led lighting, decorated ceilings and walls... Heating: central with individual control in cast iron radiators. Perfect distribution with separate day and night areas. It has a living room of more than 60m with an office area, and large windows that give a panoramic sensation over the promenade. Large kitchen-dining room, 3 bedrooms with built-in wardrobes, 2 bathrooms + 1 toilet. We invite you to take the Virtual Tour to analyze it in detail, but without a doubt, the best thing is to feel it. Talk later?",True,good,False,True,3034.0,True,False,True,False,False,False,,,flat,,"Paseo de la Constitución - Las Damas, Zaragoza","Flat in Paseo de la Constitución, 18",,,,
97920366,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/ce/76/1111934445.jpg,43613,55,3,365000.0,penthouse,sale,137.0,True,3,2,"Calle Bravo Ortega, Angela, 35",Zaragoza,Zaragoza,Miralbueno,es,Miralbueno,41.6541173,-0.9228595,True,https://www.idealista.com/inmueble/97920366/,2867,"In c / Angela Bravo Ortega. In an exclusive urbanization with a pool for few neighbors. This penthouse with an impressive terrace has made us fall in love with its enormous luminosity and qualities. The house is located on a comfortable floor, in which the living room and the master bedroom have direct access to a pleasant terrace overlooking the pool, it has 3 bedrooms, the main one with a dressing room and bathroom, the kitchen that comes with high-end appliances and has another glazed terrace with Lumon. As you will have seen in the photos, the jewel of the house is its terrace on the attic floor, with direct access from the house and it has a pergola and outdoor furniture, a delight to enjoy most of the year with family and friends. It also has 2 adjoining garage spaces and two large storage rooms, one in the garage and the other on the terrace of the house, ideal for having everything in its place. We invite you to make a 3D virtual tour by entering the Virtual Tour link. talk later? We are specialists in home exchange.",False,good,False,True,2664.0,True,False,True,False,False,False,True,True,flat,penthouse,"Miralbueno, Zaragoza","Penthouse in Calle Bravo Ortega, Angela, 35",,,,
99532880,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/d1/7f/1077783232.jpg,45454,24,4,84000.0,flat,sale,65.0,True,2,1,"Calle de la Batalla de Bailén, 7",Zaragoza,Zaragoza,Almozara,es,Almozara,41.6624335,-0.8988559,True,https://www.idealista.com/inmueble/99532880/,1717,"C/Batalla de Bailén, in the heart of the Almozara, next to the Ebro park and the pigeon shooting sports complex, we put on the market this spacious apartment with two bedrooms, living room, kitchen with utility room and bathroom. Although the house is in need of updating, it is a good option both to invest and put it into profitability (in the Almozara there is a high demand for rentals), and to use it as a first habitual residence. The reconsideration of spaces carried out by the former owners stands out in order to optimize the m² of the house to the maximum. Light, thanks to its east-west orientation, is not lacking in the house throughout the day. La Almozara is one of the most popular neighborhoods in all of Zaragoza and with the highest demand for housing. A lively neighborhood, full of local shops and supermarkets; health center, leisure areas such as Boulevard de Pablo Gargallo, next to the Aljafería palace; green areas with spaces for the little ones, for sports lovers, with several routes to go for a walk, one of the most beautiful in the city, and for the whole family in general. From the Ebro park we are in Gran Casa in 10 minutes walking through the pedestrian walkway that connects the two banks. The expo, the water park, are areas that we can enjoy almost daily living in this area.",False,renew,False,False,1292.0,True,False,False,False,False,False,,,flat,,"Almozara, Zaragoza","Flat in Calle de la Batalla de Bailén, 7",,,,
100290631,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/bb/a8/1099529592.jpg,45879,23,4,112000.0,flat,sale,69.0,True,2,1,"Calle del Escultor Ramírez, 18",Zaragoza,Zaragoza,Miraflores San Jose,es,San José Alto,41.6330329,-0.8754997,True,https://www.idealista.com/inmueble/100290631/,2087,"c/Sculptor Ramírez. Next to the Mª Moliner school and the Mercurio park. Renovated house, very bright and ready to enter to enjoy it now. It has a very used distribution, with a practical built-in wardrobe in the hall. It has 2 bedrooms, an independent kitchen with gallery, 1 bathroom with shower and natural ventilation, a very sunny living room. Laminate flooring, armored door, individual gas heating and with very few community fees. We invite you to take a virtual tour to analyze the details as if you were there. Talk later?",True,good,False,True,1623.0,True,False,True,False,False,False,,,flat,,"San José Alto, Zaragoza","Flat in Calle del Escultor Ramírez, 18",,,,
100778490,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/55/28/1098557853.jpg,505173,45,,380000.0,chalet,sale,327.0,False,3,2,Calle Octubre,Zaragoza,Zaragoza,Barrios rurales del norte,es,El Zorongo,41.7692132,-0.8905621,False,https://www.idealista.com/inmueble/100778490/,13386,"No fees or commissions to the buyer. Single-family home in the El Zorongo Urbanization, near Zaragoza. A short distance from the San Jorge University. Good communications with public transport. The urbanization, located in a fully consolidated residential area, has children's areas as well as sports facilities with a magnificent community pool. The house is located on a 1,700m2 plot. Distribution in a plant. It has a basement and ground floor with an area of 153m2, made up of a hall, a spacious living-dining room, with access through a closed terrace with a fireplace that communicates with the garden, an independent kitchen, 5 bedrooms where two of them have a dressing room, four bathrooms, and other rooms. It has individual heating with radiators with a diesel fuel tank and air conditioning. It has a covered parking space and large green areas for private use.",False,good,False,,1162.0,False,False,False,False,False,False,True,True,chalet,independantHouse,"El Zorongo, Zaragoza",Detached house in Calle Octubre,,,,
98089489,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/39/8e/1000705172.jpg,44497,80,,360000.0,chalet,sale,321.0,False,5,2,"Calle Sisallar L-5, 39",Zaragoza,Nuez de Ebro,,es,,41.5957058,-0.6847666,True,https://www.idealista.com/inmueble/98089489/,17980,"Sisallar urbanization, Nuez de Ebro, 20km from Zaragoza. On a magnificent plot of more than 1100m² consolidated urban and with consolidated trees, is this detached house ready to move into and to enjoy it all year round. All the rooms are very spacious and bright, it has 3 floors, the main one with a day area, the first with 5 bedrooms and -1 with a large garage and cellar with a fireplace. We invite you to take a 3D virtual tour comfortably from your home, by accessing the Virtual Tour link. We speak?",True,good,False,,1121.0,True,False,True,False,False,False,True,True,chalet,independantHouse,Nuez de Ebro,"Detached house in Calle Sisallar L-5, 39",,,,
99236448,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/7e/7a/1088960915.jpg,45273,43,8,220000.0,flat,sale,135.0,True,3,1,"Calle de Celso Emilio Ferreiro, 17",Zaragoza,Zaragoza,Delicias,es,Bombarda - Monsalud,41.6530513,-0.9150095,True,https://www.idealista.com/inmueble/99236448/,2204,"c/Celso Emilio Ferreiro.Housing in impeccable condition, very bright and with unobstructed views.It has 3 bedrooms, all exterior facing east-west.Living room with access to terrace, kitchen with closed gallery, wooden floor, air conditioning, individualized central heating, double glazed windows.It also has a garage on the farm included in the price.We invite you to make a virtual tour in 3d comfortably from your home by entering the Virtual Tour link.Talk later?",True,good,False,True,1630.0,True,False,True,False,False,False,True,True,flat,,"Bombarda - Monsalud, Zaragoza","Flat in Calle de Celso Emilio Ferreiro, 17",,,,
98511235,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/53/c0/1014824169.jpg,V-11601,39,,275000.0,chalet,sale,300.0,False,5,3,Calle Alcubierre,Zaragoza,Zaragoza,Casetas - Garrapinillos - Monzalbarba,es,,41.7214805,-1.0299262,False,https://www.idealista.com/inmueble/98511235/,14214,"This villa is at Calle Alcubierre, 50620, Zaragoza, Zaragoza, is in the district of Casetas. It is a villa that has 300 m2 and has 5 rooms and 3 bathrooms. It includes garage included, exterior, garage, trastero, luminous, access from street, good condition, south orientated, storage room included, east facing, tv antenna, floating floor, concrete structure, floor tiles, individual heating, individual natural gas heating, corner, stairs, townhouse and wardrobe.",False,good,False,,917.0,True,False,False,False,False,False,True,True,chalet,independantHouse,"Casetas - Garrapinillos - Monzalbarba, Zaragoza",Detached house in Calle Alcubierre,,,,
100738009,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/89/e1/1097360499.jpg,46109,24,6,190000.0,penthouse,sale,116.0,True,3,2,"Avenida de Madrid, 48",Zaragoza,Zaragoza,Delicias,es,Barrio del AVE,41.6540168,-0.9028856,True,https://www.idealista.com/inmueble/100738009/,1283,"On Av. Madrid. A good building with a lift at ground level. Now you have the opportunity to live in a real penthouse, with a large south-facing terrace, very bright and usable. This house is waiting for someone who knows how to see its full potential. It has a large kitchen with space to eat, 2 bathrooms with a window, one of them already renovated. The living room is exterior and is attached to a large terrace whose space has been divided into 2 areas, one glazed for winter and another uncovered to enjoy the good weather. The 3 bedrooms are double, quiet and bright. Individual gas heating and few community fees. We invite you to visit it comfortably from your home by entering the Virtual Tour link. Talk later?",True,good,False,True,1638.0,True,False,True,False,False,False,,,flat,penthouse,"Barrio del AVE, Zaragoza","Penthouse in Avenida de Madrid, 48",,,,
